N,P,K,temperature,humidity,ph,rainfall,label
2,6,34,26,95,6,147.5,coconut
6,32,32,32,52,5,90.97,mango
26,64,22,25,40,5,109.18,pigeonpeas
85,51,45,26,82,7,266.23,rice
11,63,17,18,19,5,138.41,kidneybeans
39,78,15,21,62,5,41.78,lentil
15,65,18,31,56,5,128.92,pigeonpeas
24,21,42,20,87,6,109.44,pomegranate
98,36,20,20,65,6,79.47,maize
0,76,17,28,51,6,146.11,pigeonpeas
37,74,15,24,18,5,62.71,kidneybeans
37,52,47,43,93,6,211.85,papaya
110,14,51,27,91,6,21.26,muskmelon
74,45,17,20,63,5,63.64,maize
29,145,205,22,92,6,109.34,apple
109,91,53,29,83,6,110.25,banana
35,61,20,34,39,5,168.53,pigeonpeas
31,75,18,15,21,5,88.89,kidneybeans
36,67,77,18,19,7,79.26,chickpea
40,9,41,24,85,5,106.13,pomegranate
9,21,32,32,53,5,95.88,mango
61,41,17,25,65,6,76.68,maize
6,13,9,34,90,7,118.33,orange
13,5,8,23,90,7,103.92,orange
13,128,205,22,94,6,113.86,apple
88,34,39,23,83,5,290.42,rice
42,60,22,26,61,7,68.81,blackgram
120,60,15,22,83,7,65.36,cotton
31,5,14,17,91,6,110.69,orange
1,55,22,26,59,7,37.65,mothbeans
16,18,27,28,91,5,143.91,coconut
23,35,18,26,47,5,36.99,mothbeans
12,74,19,30,35,6,177.96,pigeonpeas
58,75,25,25,61,7,68.65,blackgram
83,57,46,25,83,5,247.24,rice
9,44,24,30,43,8,58.28,mothbeans
29,63,17,30,67,7,66.47,blackgram
62,43,15,26,72,6,101.75,maize
108,23,51,26,83,6,40.23,watermelon
18,9,40,19,89,5,106.16,pomegranate
23,75,17,24,64,7,48.28,lentil
111,53,19,23,78,6,84.63,cotton
9,16,36,23,92,5,106.98,pomegranate
106,85,52,27,79,5,99.55,banana
64,37,41,23,83,5,187.93,rice
80,69,48,27,80,6,104.78,banana
41,73,19,21,20,5,60.85,kidneybeans
69,66,49,40,90,6,92.12,papaya
133,46,25,24,78,7,92.49,cotton
76,57,18,22,56,5,99.22,maize
121,47,16,23,79,7,72.5,cotton
40,49,47,42,91,6,246.36,papaya
88,49,40,25,79,7,181.78,jute
5,25,40,24,93,6,106.49,pomegranate
85,39,42,24,88,7,170.99,jute
91,56,38,23,80,6,269.94,rice
14,75,24,24,57,6,118.36,pigeonpeas
19,53,22,27,80,6,42.83,mungbean
98,7,51,26,86,6,49.94,watermelon
117,85,53,25,83,5,114.67,banana
31,6,26,29,91,5,157.24,coconut
15,27,28,33,46,4,90.83,mango
22,56,17,29,87,6,44.75,mungbean
2,24,34,28,54,6,94.76,mango
98,78,48,25,84,6,92.1,banana
9,5,42,20,91,6,109.25,pomegranate
22,68,16,27,63,7,37.46,lentil
31,142,203,8,82,5,66.99,grapes
13,30,37,20,91,6,106.87,pomegranate
32,119,204,35,82,5,69.5,grapes
68,52,49,24,92,6,63.35,papaya
36,58,20,29,63,5,91.17,pigeonpeas
17,16,14,16,92,6,102.94,orange
95,39,29,27,55,7,148.98,coffee
107,34,18,22,77,7,65.75,cotton
31,60,24,25,65,7,51.92,lentil
22,37,20,29,86,6,36.71,mungbean
82,48,36,25,81,6,193.24,jute
14,58,17,30,59,4,33.49,mothbeans
32,58,20,35,68,5,108.74,pigeonpeas
121,53,19,23,76,7,80.11,cotton
7,73,25,27,63,7,45.21,lentil
22,9,44,24,88,5,112.19,pomegranate
81,47,37,25,81,6,194.37,jute
8,69,19,24,68,7,41.91,lentil
106,43,18,22,82,6,62.92,cotton
22,133,201,23,80,6,67.27,grapes
38,55,19,33,38,5,198.83,pigeonpeas
56,58,49,37,94,6,172.48,papaya
28,66,23,21,24,5,120.69,kidneybeans
27,78,82,17,18,6,70.86,chickpea
4,15,30,36,48,4,100.22,mango
17,52,17,27,86,6,44.64,mungbean
100,16,55,24,87,6,45.89,watermelon
99,57,35,26,81,5,272.3,rice
83,45,21,18,58,5,79.75,maize
52,61,78,19,17,8,74.09,chickpea
37,60,51,31,96,6,46.11,papaya
19,57,23,23,47,7,141.13,pigeonpeas
32,73,24,29,59,6,101.48,pigeonpeas
27,24,41,24,90,6,110.46,pomegranate
95,39,36,23,83,5,285.25,rice
27,56,22,19,20,5,108.64,kidneybeans
32,120,203,10,84,6,67.85,grapes
3,77,25,24,22,5,62.21,kidneybeans
31,48,45,40,92,6,132.79,papaya
70,59,53,36,92,6,142.06,papaya
2,69,17,19,47,5,148.17,pigeonpeas
101,11,51,25,84,6,44.21,watermelon
22,55,24,28,57,8,64.53,mothbeans
63,44,41,24,83,5,257.03,rice
13,66,17,30,34,5,178.48,pigeonpeas
39,65,53,35,92,6,235.61,papaya
96,55,42,26,82,5,195.3,rice
40,69,21,31,44,5,147.04,pigeonpeas
115,81,55,26,83,5,97.56,banana
21,135,198,23,94,5,105.02,apple
98,43,34,25,76,7,188.43,jute
49,58,47,40,91,6,209.8,papaya
90,93,45,29,76,6,92.6,banana
60,42,44,24,82,6,160.96,jute
37,51,46,43,94,6,210.68,papaya
35,50,16,28,50,3,42.12,mothbeans
4,68,17,19,47,5,150.02,pigeonpeas
37,72,19,28,49,5,185.41,pigeonpeas
55,66,22,30,68,7,66.64,blackgram
97,34,18,23,75,6,93.16,maize
19,12,35,26,96,6,132.08,coconut
28,121,195,41,80,5,74.86,grapes
43,55,25,29,65,7,71.09,blackgram
36,68,76,18,18,7,79.07,chickpea
67,68,49,35,92,6,149.85,papaya
36,55,81,19,18,8,77.07,chickpea
67,42,41,26,85,5,187.55,rice
60,55,44,23,82,7,263.96,rice
17,78,18,20,67,6,42.16,lentil
19,142,197,10,79,6,68.64,grapes
28,58,25,27,62,6,37.81,lentil
38,71,85,20,15,8,83.22,chickpea
111,87,47,26,81,5,98.32,banana
21,21,37,22,89,6,103.98,pomegranate
26,126,195,21,92,5,118.4,apple
22,51,16,27,61,8,70.1,mothbeans
22,37,20,27,86,6,39.26,mungbean
30,52,24,27,84,7,54.33,mungbean
31,55,21,22,21,5,110.52,kidneybeans
73,35,42,23,73,6,153.16,jute
32,48,18,26,56,5,64.16,mothbeans
109,89,55,29,80,5,111.66,banana
7,145,195,23,94,6,112.93,apple
62,56,35,25,81,6,163.35,jute
65,60,43,21,81,5,227.36,rice
4,44,19,27,83,6,43.26,mungbean
18,39,17,29,80,6,45.49,mungbean
33,73,13,20,64,7,53.4,lentil
95,88,52,28,78,6,94.68,banana
2,40,27,29,47,5,90.1,mango
60,59,51,42,92,6,163.7,papaya
9,17,32,25,93,5,172.05,coconut
21,61,82,18,19,8,79.36,chickpea
76,50,44,23,82,7,165.6,jute
36,145,198,11,80,6,67.54,grapes
113,8,49,24,89,6,57.77,watermelon
35,72,15,30,66,6,197.9,pigeonpeas
95,15,44,27,90,6,25.43,muskmelon
80,43,40,23,74,7,151.3,jute
36,53,80,19,17,8,77.74,chickpea
39,21,9,13,94,6,106.27,orange
14,53,16,29,56,8,45.61,mothbeans
35,52,15,28,61,9,65.68,mothbeans
39,76,75,20,15,8,70.74,chickpea
107,72,45,28,81,5,92.95,banana
77,55,43,25,75,6,193.71,jute
5,64,18,18,67,7,49.17,lentil
38,35,20,28,84,6,35.47,mungbean
17,58,17,18,23,5,133.69,kidneybeans
91,53,40,26,81,5,264.61,rice
29,128,198,22,92,5,121.5,apple
21,61,15,34,53,4,180.28,pigeonpeas
101,17,54,24,87,6,45.56,watermelon
15,67,18,31,57,5,128.11,pigeonpeas
28,62,78,18,14,6,70.56,chickpea
10,17,31,25,92,5,173.85,coconut
39,52,53,32,94,6,49.21,papaya
33,12,15,30,92,6,116.72,orange
31,58,15,28,60,6,45.37,lentil
38,5,23,25,96,6,189.53,coconut
86,40,33,26,52,7,136.3,coffee
5,58,22,26,67,6,50.3,lentil
16,136,194,41,81,6,65.47,grapes
9,77,17,20,24,5,106.16,kidneybeans
83,24,45,26,88,6,56.94,watermelon
19,7,10,14,91,6,100.2,orange
76,37,34,21,79,5,225.27,rice
108,71,47,25,84,6,90.49,banana
75,45,44,25,84,6,169.8,jute
0,16,30,35,48,6,98.41,mango
31,79,75,18,16,8,89.73,chickpea
61,44,17,26,71,6,102.27,maize
90,42,42,20,82,6,201.66,rice
83,34,34,25,87,7,176.44,jute
59,36,41,23,83,5,219.13,rice
133,50,25,25,81,7,99.93,cotton
40,61,22,26,61,7,69.5,blackgram
6,10,31,29,94,5,183.87,coconut
17,73,18,19,34,5,197.38,pigeonpeas
115,12,52,27,94,6,21.02,muskmelon
32,77,20,30,65,7,73.29,blackgram
106,85,52,27,79,5,99.37,banana
138,35,15,25,83,5,86.56,cotton
85,59,33,25,81,6,243.39,rice
32,17,13,13,92,6,108.67,orange
98,43,35,25,76,7,188.64,jute
20,19,34,34,50,6,97.75,mango
93,49,36,25,80,6,209.33,rice
1,27,36,23,92,5,104.9,pomegranate
7,59,18,29,35,6,186.17,pigeonpeas
37,50,23,29,88,6,56.02,mungbean
98,22,47,29,91,6,28.84,muskmelon
60,52,41,24,83,6,204.52,rice
36,65,80,18,16,6,74.87,chickpea
31,76,82,20,17,7,79.21,chickpea
73,35,38,24,82,5,184.24,rice
60,43,44,21,82,7,298.62,rice
61,60,15,24,68,6,91.26,maize
38,63,19,30,67,6,62.57,blackgram
24,80,22,16,19,5,96.77,kidneybeans
14,19,14,17,94,6,108.06,orange
22,64,81,19,17,6,87.03,chickpea
112,37,18,24,79,7,98.27,cotton
19,38,15,29,81,6,45.97,mungbean
67,60,38,24,78,7,162.28,jute
100,14,49,29,91,6,26.02,muskmelon
0,70,22,36,55,4,100.1,pigeonpeas
37,50,52,32,90,6,78.92,papaya
40,57,16,29,87,6,42.37,mungbean
53,65,76,20,16,8,77.34,chickpea
95,58,43,26,83,6,270.98,rice
21,5,39,25,88,7,106.79,pomegranate
86,60,25,20,64,6,61.58,maize
16,129,201,29,83,5,68.45,grapes
52,56,85,20,14,6,88.68,chickpea
87,45,43,22,83,6,196.1,rice
1,30,10,11,91,7,103.58,orange
36,35,25,32,52,4,94.56,mango
40,59,23,36,62,5,163.73,pigeonpeas
31,72,21,29,59,6,104.13,pigeonpeas
113,21,33,26,55,7,176.9,coffee
60,48,39,24,80,7,231.09,rice
9,141,201,21,81,6,65.64,grapes
111,72,48,29,76,5,89.4,banana
95,13,46,29,93,6,23.28,muskmelon
36,64,78,18,17,6,74.57,chickpea
12,33,28,33,44,6,98.33,mango
10,70,20,19,66,6,174.38,pigeonpeas
98,6,44,27,92,6,26.71,muskmelon
97,74,45,26,78,5,113.12,banana
22,144,196,21,91,6,117.08,apple
60,43,44,21,82,7,298.4,rice
90,49,38,20,83,6,229.49,rice
50,59,47,40,91,6,211.04,papaya
98,52,39,20,81,5,271.94,rice
23,24,31,28,47,5,93.79,mango
8,38,27,34,50,5,101.47,mango
36,80,21,33,48,7,100.47,pigeonpeas
37,36,27,27,47,5,90.4,mango
119,44,23,22,82,6,68.59,cotton
30,74,17,15,22,5,89.15,kidneybeans
1,79,15,21,65,7,35.5,lentil
82,77,43,28,81,5,95.16,banana
4,128,202,22,94,5,121.19,apple
2,123,196,39,82,6,71.73,grapes
17,67,18,31,56,5,129.2,pigeonpeas
0,26,31,25,95,5,192.9,coconut
23,6,33,26,91,5,133.04,coconut
72,60,23,18,69,5,88.55,maize
111,27,31,23,55,6,191.4,coffee
25,73,19,31,57,4,164.56,pigeonpeas
61,55,44,23,82,7,264.19,rice
31,20,30,32,53,6,91.63,mango
2,61,20,22,23,5,76.64,kidneybeans
8,28,37,23,86,6,108.31,pomegranate
83,40,41,25,88,7,168.97,jute
98,27,27,24,51,7,197.64,coffee
86,76,55,29,79,5,90.78,banana
59,62,49,43,93,6,112.66,papaya
37,66,85,20,18,6,78.07,chickpea
23,61,83,18,15,7,94.36,chickpea
22,49,22,28,61,3,72.67,mothbeans
84,39,44,24,88,7,170.88,jute
6,30,24,31,47,6,93.3,mango
94,50,36,25,80,6,208.32,rice
24,128,196,22,90,5,110.43,apple
87,60,24,20,64,6,64.66,maize
81,39,38,23,84,6,297.51,rice
89,41,42,20,81,6,204.67,rice
111,41,18,23,78,6,80.96,cotton
108,33,31,23,66,7,144.66,coffee
11,8,10,16,91,7,107.43,orange
19,37,17,29,82,6,44.37,mungbean
80,40,40,22,83,7,199.49,rice
38,60,76,18,17,8,77.93,chickpea
11,59,16,19,23,5,67.56,kidneybeans
71,50,52,37,90,6,172.85,papaya
82,15,44,26,86,6,60.85,watermelon
76,49,42,24,84,5,196.96,rice
35,51,17,28,49,3,40.86,mothbeans
71,50,40,23,73,7,199.19,jute
28,123,198,23,91,5,111.78,apple
0,133,199,23,89,5,104.01,apple
93,39,29,27,55,7,152.03,coffee
8,76,17,20,24,5,106.88,kidneybeans
100,80,52,27,77,6,110.33,banana
33,121,203,22,94,5,114.84,apple
7,74,17,22,62,5,96.75,pigeonpeas
56,64,53,26,92,6,64.96,papaya
1,37,33,32,53,4,91.04,mango
38,9,41,24,85,5,105.33,pomegranate
25,57,24,27,58,6,36.94,mothbeans
36,43,21,28,84,7,52.93,mungbean
69,46,39,25,76,6,184.78,jute
57,51,47,42,91,6,195.64,papaya
25,48,21,28,83,6,52.55,mungbean
92,35,40,22,80,6,199.19,rice
93,58,39,20,82,6,278.58,rice
7,141,195,23,93,5,104.91,apple
13,74,18,30,36,6,178.15,pigeonpeas
90,46,42,23,81,7,250.08,rice
10,44,17,26,55,8,35.11,mothbeans
9,125,196,22,90,5,113.07,apple
65,63,50,31,91,6,79.27,papaya
105,56,15,25,81,7,74.14,cotton
15,27,27,33,45,4,90.68,mango
39,37,25,33,45,6,98.29,mango
39,132,196,35,83,5,73.68,grapes
80,37,37,23,87,6,150.74,jute
8,26,36,18,87,6,102.52,pomegranate
113,84,44,27,76,6,108.28,banana
20,25,26,27,47,5,94.97,mango
80,43,35,26,79,6,218.12,rice
120,7,45,29,90,6,27.76,muskmelon
34,70,15,29,66,6,199.23,pigeonpeas
73,34,39,26,79,6,244.16,rice
82,43,36,23,81,5,241.99,rice
8,15,33,28,98,5,213.9,coconut
104,20,48,29,90,6,19.48,muskmelon
104,19,29,23,59,6,139.28,coffee
19,25,27,27,98,5,167.07,coconut
56,49,52,33,92,6,87.86,papaya
25,10,11,13,91,7,106.75,orange
27,8,32,27,96,5,144.33,coconut
61,41,44,24,82,6,159.92,jute
72,40,38,20,82,7,245.15,rice
14,75,19,30,35,6,178.69,pigeonpeas
66,58,35,23,79,7,185.26,jute
13,69,18,17,20,5,116.36,kidneybeans
40,5,32,26,96,5,143.53,coconut
95,74,48,25,80,6,109.59,banana
13,74,25,24,61,6,44.24,lentil
26,50,19,27,51,6,32.56,mothbeans
87,21,52,27,94,6,27.21,muskmelon
99,55,34,21,80,6,277.19,rice
22,59,16,19,61,6,42.06,lentil
77,36,23,24,56,6,88.45,maize
33,5,28,27,96,5,170.36,coconut
1,30,29,25,94,6,208.75,coconut
101,10,46,29,93,6,22.86,muskmelon
0,19,33,27,95,6,204.72,coconut
118,23,54,27,91,6,26.79,muskmelon
84,25,52,24,81,6,44.21,watermelon
1,59,23,27,87,7,43.78,mungbean
84,17,46,26,92,6,23.07,muskmelon
84,40,43,24,87,7,170.18,jute
54,62,80,17,16,7,79.46,chickpea
6,144,198,21,90,5,104.51,apple
32,56,21,27,88,6,58.3,mungbean
20,19,30,25,99,5,166.06,coconut
99,10,54,24,85,6,41.09,watermelon
28,12,23,27,91,6,163.86,coconut
85,37,39,24,82,6,225.16,rice
37,55,82,19,18,8,78.45,chickpea
92,84,52,29,80,5,108.68,banana
88,77,46,29,79,6,91.92,banana
67,67,49,35,92,6,150.26,papaya
60,55,45,21,83,5,287.58,rice
5,65,15,34,29,6,160.85,pigeonpeas
114,40,17,24,80,6,69.63,cotton
98,92,48,28,77,6,101.04,banana
36,26,26,30,51,6,95.23,mango
93,56,35,23,81,6,184.15,rice
38,51,53,32,94,6,51.16,papaya
85,95,49,28,78,6,107.46,banana
94,16,47,27,90,6,24.05,muskmelon
41,61,14,29,63,7,64.52,blackgram
26,72,17,29,57,6,121.51,pigeonpeas
79,42,35,25,82,6,295.11,rice
60,49,44,20,84,6,240.08,rice
16,6,29,29,91,5,132.15,coconut
36,54,45,42,94,6,213.74,papaya
105,29,52,25,81,6,55.87,watermelon
31,78,76,17,14,8,89.31,chickpea
3,17,31,31,48,6,91.1,mango
5,25,6,30,94,6,106.81,orange
30,55,24,31,35,5,173.3,pigeonpeas
35,42,20,28,85,7,52.42,mungbean
77,54,43,25,76,6,193.96,jute
79,43,37,21,80,7,210.98,rice
16,51,21,31,49,3,32.81,mothbeans
28,123,202,22,92,6,120.44,apple
114,39,23,25,80,6,97.33,cotton
42,79,85,17,15,6,76.58,chickpea
69,60,54,36,91,6,141.51,papaya
24,22,27,34,51,5,97.58,mango
0,29,30,28,51,6,90.36,mango
113,41,20,25,80,7,96.33,cotton
0,49,18,29,87,6,41.82,mungbean
27,33,29,28,52,6,89.88,mango
100,48,16,25,67,5,74.51,maize
33,31,34,31,50,5,89.78,mango
24,61,19,26,68,7,67.39,blackgram
34,35,21,28,82,6,58.19,mungbean
36,60,19,29,60,7,46.23,lentil
61,41,17,25,65,6,74.87,maize
72,34,38,24,81,5,186.65,rice
24,56,85,18,17,6,80.64,chickpea
30,29,34,27,92,6,139.86,coconut
80,15,45,26,86,6,58.58,watermelon
37,71,16,26,68,7,46.14,lentil
38,68,53,25,93,6,242.29,papaya
0,135,203,22,93,5,113.84,apple
34,56,24,27,41,8,70.76,mothbeans
87,60,23,20,64,6,61.99,maize
3,60,18,25,41,4,99.13,pigeonpeas
20,26,26,27,47,5,96.59,mango
7,139,197,29,81,6,67.08,grapes
19,55,20,27,87,7,54.73,mungbean
14,131,198,33,83,5,67.92,grapes
108,46,17,24,84,6,65.02,cotton
5,31,34,32,51,5,94.24,mango
62,42,36,22,82,6,248.72,rice
17,79,19,31,56,7,122.24,pigeonpeas
3,78,18,20,68,6,50.9,lentil
3,80,15,29,67,7,44.3,lentil
16,130,201,29,82,5,68.17,grapes
26,35,31,33,53,5,98.05,mango
75,54,36,26,84,7,257.49,rice
70,54,46,39,91,6,122.76,papaya
104,35,28,27,50,6,144.0,coffee
87,88,51,29,83,6,109.95,banana
37,141,198,12,79,5,70.45,grapes
2,72,18,26,60,7,50.89,lentil
90,49,21,24,68,6,74.05,maize
38,65,53,35,92,6,234.03,papaya
33,59,14,31,63,7,64.74,blackgram
105,88,54,25,84,6,114.2,banana
118,21,51,24,86,6,48.58,watermelon
26,58,24,27,43,6,141.73,pigeonpeas
6,37,17,28,80,6,38.14,mungbean
72,42,34,23,80,6,177.68,jute
115,17,55,27,94,6,28.08,muskmelon
5,54,19,33,45,7,126.41,pigeonpeas
77,35,42,26,84,7,184.77,rice
83,95,50,26,77,5,109.23,banana
79,59,17,20,63,6,108.51,maize
104,87,55,26,84,6,114.5,banana
118,15,45,24,84,6,48.01,watermelon
31,140,205,8,82,5,66.89,grapes
105,88,53,25,84,6,114.9,banana
29,75,75,19,18,7,88.46,chickpea
77,54,43,25,76,6,192.73,jute
82,29,35,26,52,6,156.15,coffee
19,72,15,28,69,6,44.09,lentil
106,72,46,25,85,6,91.72,banana
4,134,205,17,80,6,71.16,grapes
92,83,52,27,76,5,102.96,banana
99,39,19,19,68,6,89.39,maize
30,75,24,30,42,6,150.2,pigeonpeas
1,66,22,19,56,4,172.59,pigeonpeas
66,47,43,26,78,7,152.97,jute
107,36,21,25,75,6,63.58,cotton
45,58,49,30,90,6,75.25,papaya
36,49,24,29,88,6,56.66,mungbean
39,24,25,28,50,5,96.29,mango
87,23,28,26,62,6,193.75,coffee
84,7,51,26,87,6,55.74,watermelon
37,54,81,19,18,8,78.27,chickpea
90,48,45,24,71,6,153.64,jute
14,74,18,18,35,6,94.25,pigeonpeas
40,64,16,16,24,5,140.37,kidneybeans
100,32,26,25,57,6,124.23,coffee
29,67,19,21,63,6,46.07,lentil
30,41,15,24,44,5,52.08,mothbeans
116,50,14,22,79,6,99.94,cotton
21,133,202,23,79,6,69.03,grapes
131,56,20,22,81,7,92.24,cotton
57,58,77,18,17,7,81.2,chickpea
60,37,39,26,83,6,160.23,jute
39,145,201,36,80,5,72.24,grapes
27,79,82,17,17,6,70.87,chickpea
20,129,201,23,91,5,116.08,apple
20,62,18,29,64,7,61.91,blackgram
140,40,17,22,77,6,77.55,cotton
1,35,34,30,46,6,92.21,mango
57,46,45,42,90,6,90.1,papaya
71,52,18,25,55,5,78.16,maize
72,45,35,25,82,5,195.36,rice
99,15,27,27,56,6,127.92,coffee
35,79,25,28,45,4,198.94,pigeonpeas
94,37,41,24,87,6,179.16,jute
31,77,81,20,17,7,80.19,chickpea
107,12,46,29,93,6,27.57,muskmelon
34,128,203,21,94,6,106.93,apple
70,54,36,26,71,7,200.65,jute
2,132,200,16,83,5,65.72,grapes
9,69,19,24,68,7,43.48,lentil
37,11,31,29,95,6,221.63,coconut
25,56,86,18,16,6,82.86,chickpea
93,47,37,21,81,6,295.82,rice
21,71,15,31,66,7,61.17,blackgram
58,61,15,30,64,7,62.79,blackgram
25,60,22,21,21,5,134.36,kidneybeans
50,64,76,20,16,8,78.07,chickpea
114,39,17,24,80,6,68.09,cotton
58,61,77,20,18,6,96.28,chickpea
106,70,55,25,78,5,116.3,banana
82,40,39,23,85,6,297.41,rice
93,53,40,20,83,5,241.6,rice
28,48,15,25,55,9,40.9,mothbeans
99,50,15,18,71,5,88.08,maize
93,85,49,27,79,5,119.48,banana
10,6,25,28,96,6,178.96,coconut
67,42,38,25,69,7,194.49,jute
2,75,17,28,52,5,146.12,pigeonpeas
35,134,204,9,82,5,66.01,grapes
31,57,18,15,24,5,107.01,kidneybeans
122,50,22,23,76,7,80.74,cotton
69,60,53,36,92,6,140.18,papaya
95,16,46,27,90,6,24.45,muskmelon
16,67,17,31,56,5,127.23,pigeonpeas
3,23,30,29,95,6,215.2,coconut
67,46,44,26,78,7,153.92,jute
35,131,203,22,93,5,102.72,apple
113,41,23,25,80,6,97.1,cotton
32,11,31,29,92,6,131.21,coconut
97,25,50,26,80,6,49.09,watermelon
101,13,54,25,82,6,56.34,watermelon
127,36,17,24,76,7,91.63,cotton
8,136,201,41,82,5,74.2,grapes
82,43,36,23,81,5,241.85,rice
26,54,17,28,88,6,49.49,mungbean
114,94,53,26,76,6,118.69,banana
52,65,20,32,66,6,68.84,blackgram
44,55,25,29,65,7,71.16,blackgram
7,54,20,28,81,7,38.01,mungbean
82,47,36,25,81,6,193.36,jute
78,60,39,20,80,6,207.69,rice
41,73,84,19,13,7,63.99,chickpea
23,142,197,39,82,6,69.31,grapes
86,53,37,24,73,6,152.87,jute
104,25,51,28,93,6,23.56,muskmelon
5,77,19,31,66,6,175.93,pigeonpeas
132,41,22,24,81,7,90.42,cotton
90,23,54,28,90,6,27.21,muskmelon
88,21,27,24,66,7,181.64,coffee
1,67,21,27,60,6,48.06,lentil
100,6,53,29,93,6,23.67,muskmelon
2,80,16,21,65,7,35.65,lentil
39,35,14,28,83,6,59.89,mungbean
40,62,17,27,34,4,95.69,pigeonpeas
30,75,81,19,17,6,69.1,chickpea
56,59,85,19,17,6,74.67,chickpea
10,142,196,23,92,5,122.9,apple
63,58,47,26,90,6,144.67,papaya
95,52,36,26,83,5,286.51,rice
39,23,31,33,53,4,97.67,mango
92,20,55,25,87,6,59.27,watermelon
56,79,15,29,63,7,71.89,blackgram
28,138,196,22,92,5,121.09,apple
84,37,42,25,81,6,169.93,jute
22,79,17,21,20,5,116.52,kidneybeans
8,54,20,28,80,7,38.8,mungbean
107,5,52,26,89,6,57.41,watermelon
0,67,22,29,69,6,51.56,lentil
40,70,20,31,45,5,147.04,pigeonpeas
34,59,18,23,21,5,87.67,kidneybeans
101,92,45,28,80,5,98.0,banana
83,57,45,25,83,5,244.1,rice
10,122,195,12,83,5,69.63,grapes
38,135,202,41,82,6,70.05,grapes
16,54,20,19,47,6,190.62,pigeonpeas
89,85,55,26,76,6,93.67,banana
40,58,75,18,14,7,89.61,chickpea
79,51,39,26,76,7,197.4,jute
40,126,201,11,80,6,71.18,grapes
111,5,52,29,94,6,21.0,muskmelon
4,132,199,28,80,5,74.98,grapes
84,51,35,22,80,6,198.13,rice
87,28,30,25,68,6,168.84,coffee
84,36,40,24,83,6,223.74,rice
107,58,15,23,75,7,76.64,cotton
36,7,37,19,86,5,108.32,pomegranate
80,76,48,26,79,5,113.62,banana
8,58,17,28,69,7,35.15,lentil
84,24,48,26,87,6,57.9,watermelon
24,55,78,17,15,6,75.58,chickpea
19,65,25,18,18,5,144.79,kidneybeans
113,37,20,25,79,7,97.1,cotton
135,43,16,23,81,6,86.76,cotton
27,79,16,24,59,6,52.2,lentil
27,56,20,19,20,5,94.95,kidneybeans
5,139,205,17,83,6,69.42,grapes
36,38,15,28,87,6,58.0,mungbean
74,40,40,25,83,6,169.34,jute
65,59,42,21,82,5,228.06,rice
94,74,50,25,79,5,109.72,banana
27,71,18,28,56,6,120.11,pigeonpeas
33,60,15,28,81,6,56.51,mungbean
9,70,19,19,23,5,129.16,kidneybeans
93,81,50,27,76,6,102.21,banana
75,54,35,26,84,7,257.12,rice
9,140,196,22,90,6,126.14,apple
89,45,36,21,80,6,185.43,rice
25,78,76,17,15,7,66.97,chickpea
101,25,52,29,94,6,22.52,muskmelon
26,72,24,20,21,5,62.37,kidneybeans
55,72,85,18,15,7,93.54,chickpea
23,59,19,21,24,5,129.57,kidneybeans
81,48,35,25,81,6,194.66,jute
25,67,22,37,37,5,159.86,pigeonpeas
56,50,52,33,92,6,88.13,papaya
1,66,22,29,69,6,51.61,lentil
107,69,55,25,79,5,118.06,banana
74,57,18,20,57,6,111.33,maize
10,61,21,18,23,5,135.34,kidneybeans
93,58,38,20,83,6,279.55,rice
66,42,36,26,85,6,186.41,rice
27,80,25,28,62,7,48.7,lentil
67,43,38,25,70,7,194.91,jute
31,59,16,27,85,7,51.11,mungbean
94,21,45,28,93,6,20.36,muskmelon
73,43,42,26,78,6,154.94,jute
37,73,21,29,63,5,189.52,pigeonpeas
37,62,17,25,69,7,74.62,blackgram
98,47,37,23,81,7,224.06,rice
74,43,45,25,84,6,168.52,jute
31,68,45,43,90,6,197.32,papaya
0,29,32,28,98,5,171.65,coconut
39,76,76,19,15,8,69.16,chickpea
26,62,76,18,14,6,70.72,chickpea
58,36,37,26,82,6,161.65,jute
17,59,17,18,23,5,132.98,kidneybeans
97,92,46,28,78,6,102.91,banana
30,122,197,21,92,5,106.14,apple
15,6,41,19,88,6,108.68,pomegranate
106,48,25,23,76,6,89.79,cotton
112,17,28,27,61,6,197.77,coffee
19,15,34,26,99,5,215.92,coconut
118,41,23,24,78,7,71.14,cotton
68,55,38,22,83,5,269.97,rice
11,5,9,31,93,6,108.26,orange
121,36,24,23,81,7,99.37,cotton
130,52,18,23,84,6,90.14,cotton
60,56,26,18,61,6,75.26,maize
0,76,21,21,66,7,46.04,lentil
87,44,43,23,86,6,177.51,jute
39,27,9,31,91,7,105.89,orange
17,57,21,19,20,5,60.92,kidneybeans
35,127,205,21,94,6,108.65,apple
59,35,39,26,83,6,160.03,jute
39,30,38,20,87,6,108.07,pomegranate
86,17,45,28,90,6,22.26,muskmelon
81,52,41,23,81,5,234.29,rice
13,143,203,30,82,6,69.8,grapes
24,64,19,32,32,4,105.69,pigeonpeas
18,19,27,27,52,4,95.85,mango
102,11,45,29,93,6,24.16,muskmelon
101,73,52,27,83,6,90.77,banana
37,51,46,43,93,6,213.66,papaya
27,46,16,28,85,6,45.13,mungbean
110,41,17,23,77,6,79.32,cotton
20,30,27,27,51,4,95.9,mango
12,31,27,35,51,5,99.07,mango
20,72,15,36,56,7,134.86,pigeonpeas
2,58,21,25,46,9,56.52,mothbeans
